"AX2"	"AX3"	"AX4"	"AX5"	"DPS1"	"DPS2"	"DPS3"	"DPS4"	"DPS5"	"DVM1"	"DVM2"	"DVM4"	"DVM5"	"DVM6"
"Sro101_g051820.1"	103	64	184	156	116	40	14	23	95	3	30	22	0	51
"Sro101_g051830.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro101_g051840.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1020_g232060.1"	0	3	0	0	5	0	0	0	0	0	0	0	0	0
"Sro1020_g232070.1"	10	5	14	19	0	0	1	3	0	0	0	7	5	0
"Sro1020_g232080.1"	4	1	3	7	4	0	0	0	0	0	0	0	0	0
"Sro1020_g232090.1"	2	0	0	0	0	0	0	0	0	0	0	1	0	0
"Sro1020_g232100.1"	16	14	65	74	16	13	7	10	36	8	23	0	6	33
"Sro1020_g232110.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1020_g232120.1"	0	0	0	2	2	0	0	0	0	0	0	0	0	2
"Sro1020_g232130.1"	10	13	45	21	13	20	9	14	14	0	2	0	4	10
"Sro1020_g232140.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1020_g232150.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1020_g232160.1"	5	0	5	1	0	0	0	0	0	0	0	0	0	6
"Sro1020_g232170.1"	5	0	2	11	28	10	1	6	9	0	19	4	14	20
"Sro1020_g232180.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1020_g232190.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1021_g232200.1"	9	1	19	8	0	0	0	1	0	5	0	0	0	0
"Sro1021_g232210.1"	49	50	51	115	57	48	16	17	24	14	38	16	11	38
"Sro1021_g232220.1"	32	17	0	33	28	24	9	17	30	0	1	0	5	8
"Sro1021_g232230.1"	2045	1317	4740	4442	2254	1962	926	1368	2094	732	1112	1117	605	2229
"Sro1021_g232240.1"	86	49	80	258	77	60	30	16	88	2	4	21	13	59
"Sro1021_g232241.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"Sro1021_g232250.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1021_g232260.1"	107	129	254	491	171	203	116	140	148	102	68	66	65	422
"Sro1021_g232270.1"	9	0	7	11	1	4	0	2	11	2	0	0	0	4
"Sro1021_g232280.1"	25	11	25	30	14	3	0	5	10	1	11	1	3	11
"Sro1021_g232290.1"	0	0	0	0	0	5	0	0	6	0	0	0	0	0
"Sro1021_g232300.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1022_g232310.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1022_g232320.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1022_g232330.1"	8	3	4	1	9	8	0	3	16	0	0	7	0	0
"Sro1022_g232340.1"	2	3	34	24	0	9	0	1	1	0	3	0	0	1
"Sro1022_g232350.1"	7	4	3	12	10	0	2	1	5	0	0	0	0	0
"Sro1022_g232360.1"	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"Sro1022_g232370.1"	0	3	0	4	0	1	0	0	0	1	2	0	0	2
"Sro1022_g232380.1"	16	6	28	15	10	0	9	3	13	0	0	0	4	10
"Sro1022_g232390.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1022_g232400.1"	0	0	12	1	7	0	0	4	0	0	0	0	0	4
"Sro1022_g232410.1"	0	0	0	2	5	7	0	0	4	0	1	0	0	0
"Sro1022_g232420.1"	35	10	48	70	55	33	35	31	37	15	36	10	14	40
"Sro1022_g232430.1"	15	6	11	18	14	10	10	2	11	6	1	0	5	15
"Sro1022_g232440.1"	2	10	0	5	0	0	11	1	2	0	1	0	0	16
"Sro1022_g232450.1"	0	1	0	2	7	4	10	1	0	0	0	0	10	13
"Sro1023_g232460.1"	7	0	0	8	0	5	0	0	7	0	5	3	2	10
"Sro1023_g232461.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1023_g232470.1"	12	3	20	0	2	0	0	9	2	0	3	0	0	0
"Sro1023_g232480.1"	0	1	0	0	0	8	0	0	0	0	0	0	0	0
"Sro1023_g232490.1"	6	1	20	13	11	0	0	0	0	0	1	0	0	2
"Sro1023_g232500.1"	15	1	29	23	15	11	3	1	6	0	6	4	0	13
"Sro1023_g232510.1"	31	13	40	31	28	0	10	20	12	6	7	10	1	19
"Sro1023_g232520.1"	26	9	20	21	3	18	5	6	7	4	29	0	0	0
"Sro1023_g232530.1"	42	10	36	71	25	16	1	15	49	0	10	12	6	22
"Sro1023_g232540.1"	0	0	7	0	0	0	0	0	0	0	0	0	0	0
"Sro1023_g232550.1"	45	58	64	123	23	15	5	9	56	4	15	6	0	15
"Sro1023_g232560.1"	9	6	21	9	5	1	1	0	10	0	7	0	0	6
"Sro1023_g232570.1"	0	0	0	0	0	0	0	0	4	0	0	0	0	0
"Sro1023_g232580.1"	0	0	0	0	4	3	0	0	0	0	0	0	0	0
"Sro1024_g232590.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1024_g232600.1"	154	98	294	362	239	77	71	57	144	24	71	65	18	146
"Sro1024_g232610.1"	9	2	0	1	0	8	1	0	0	0	0	0	0	1
"Sro1024_g232620.1"	26	21	11	24	54	28	7	15	25	0	2	5	1	17
"Sro1024_g232630.1"	0	0	1	5	7	7	0	4	3	0	0	0	0	1
"Sro1024_g232640.1"	1	6	11	9	3	0	4	0	0	0	0	0	0	1
"Sro1024_g232650.1"	6	6	8	8	9	0	3	0	1	0	0	6	0	6
"Sro1024_g232660.1"	101	62	194	217	100	41	54	99	197	4	22	11	32	21
"Sro1024_g232670.1"	10	14	24	60	24	25	18	24	44	6	6	5	0	30
"Sro1024_g232680.1"	5	4	2	16	9	13	0	12	7	8	5	0	3	4
"Sro1024_g232690.1"	19	1	11	30	48	13	3	4	12	4	0	0	0	8
"Sro1024_g232700.1"	2	8	11	16	9	2	3	3	15	0	6	4	1	7
"Sro1024_g232710.1"	7	7	41	49	30	28	4	8	0	1	1	3	5	3
"Sro1024_g232720.1"	0	1	6	0	6	0	0	0	2	0	0	0	7	0
"Sro1024_g232720.2"	8	0	0	9	0	1	0	14	0	0	0	0	0	0
"Sro1025_g232730.1"	0	0	2	5	0	1	0	0	0	5	0	0	4	0
"Sro1025_g232740.1"	3	2	9	0	0	0	0	3	0	0	0	0	0	0
"Sro1025_g232750.1"	1	5	4	22	10	4	0	5	0	0	7	0	0	5
"Sro1025_g232760.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1025_g232770.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1025_g232780.1"	39	18	97	84	18	24	11	36	23	15	4	0	0	14
"Sro1025_g232790.1"	139	145	253	405	243	180	77	99	165	57	122	36	40	252
"Sro1025_g232800.1"	0	0	0	1	0	0	0	4	0	0	0	7	0	1
"Sro1025_g232810.1"	0	8	29	39	9	11	8	3	13	0	11	0	2	14
"Sro1025_g232820.1"	193	229	342	609	528	163	120	153	298	56	139	113	31	188
"Sro1025_g232830.1"	2	0	0	1	4	1	0	0	0	2	0	0	0	0
"Sro1026_g232840.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1026_g232850.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1026_g232860.1"	4	1	4	13	0	0	2	0	0	0	3	0	0	0
"Sro1026_g232870.1"	14	29	48	124	116	87	17	47	76	4	70	22	24	188
"Sro1026_g232880.1"	0	0	0	0	8	0	0	0	0	0	0	0	0	0
"Sro1026_g232890.1"	15	12	8	16	6	6	12	4	12	5	11	5	2	12
"Sro1026_g232900.1"	4	11	15	33	5	1	1	5	10	0	4	9	2	5
"Sro1026_g232910.1"	19	14	25	31	12	28	0	14	13	0	0	4	2	12
"Sro1026_g232920.1"	10	1	0	7	4	7	0	10	2	0	1	0	0	3
"Sro1026_g232930.1"	20	20	27	13	24	3	11	10	6	8	11	9	0	7
"Sro1026_g232940.1"	57	23	50	62	191	15	14	16	31	5	0	12	5	7
"Sro1026_g232950.1"	0	0	0	0	7	0	0	0	0	0	0	0	0	0
"Sro1026_g232960.1"	6	6	21	3	23	0	5	12	4	2	8	9	0	0
"Sro1026_g232970.1"	0	1	0	0	1	0	0	2	3	0	0	0	0	0
"Sro1027_g232980.1"	19	19	24	72	2	16	2	15	27	0	6	11	3	34
"Sro1027_g232990.1"	56	49	98	71	99	44	12	26	44	0	16	4	23	53
"Sro1027_g233000.1"	1	1	8	6	0	0	3	0	5	0	2	0	0	1
"Sro1027_g233010.1"	0	0	0	1	0	0	0	0	1	0	0	0	0	0
"Sro1027_g233020.1"	21	16	27	25	31	8	2	6	1	0	3	1	4	0
"Sro1027_g233030.1"	61	80	161	276	102	85	57	42	151	21	38	32	22	141
"Sro1027_g233040.1"	0	1	23	9	0	0	0	0	0	0	0	1	0	1
"Sro1027_g233050.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	4
"Sro1027_g233060.1"	1	2	0	1	0	0	0	0	0	0	0	0	0	0
"Sro1027_g233070.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1027_g233080.1"	0	5	0	13	0	0	0	0	0	0	0	0	0	0
"Sro1027_g233090.1"	75	48	103	131	52	46	31	48	89	0	19	21	20	75
"Sro1027_g233100.1"	48	34	70	79	53	42	28	21	78	0	17	1	5	37
"Sro1028_g233110.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1028_g233120.1"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"Sro1028_g233130.1"	4	10	12	17	0	6	0	4	6	0	5	0	0	4
"Sro1028_g233140.1"	20	43	83	120	30	80	14	31	53	2	21	3	4	66
"Sro1028_g233150.1"	194	83	217	297	94	174	107	59	165	29	89	43	60	134
"Sro1028_g233160.1"	21	12	32	54	23	36	16	6	29	3	6	4	8	17
"Sro1028_g233170.1"	12	9	9	39	13	21	11	5	20	0	16	7	8	29
"Sro1028_g233180.1"	0	0	1	7	0	0	0	0	5	5	0	0	0	1
"Sro1028_g233190.1"	66	10	153	64	91	27	24	28	69	2	16	15	3	55
"Sro1028_g233200.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"Sro1028_g233200.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1028_g233210.1"	30	21	46	61	34	22	8	21	41	0	14	8	5	31
"Sro1029_g233220.1"	2	0	21	5	0	0	0	0	0	2	0	0	0	0
"Sro1029_g233230.1"	36	18	41	29	48	31	7	7	27	13	37	0	0	14
"Sro1029_g233240.1"	127	71	184	218	161	106	39	84	94	30	29	51	27	126
"Sro1029_g233250.1"	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"Sro1029_g233260.1"	11	7	15	44	35	9	4	15	40	1	2	0	1	28
"Sro1029_g233270.1"	243	202	358	566	252	134	59	124	325	45	185	69	53	198
"Sro1029_g233280.1"	3	0	4	11	8	10	2	4	2	0	0	2	0	1
"Sro1029_g233290.1"	3	7	29	15	4	5	0	5	18	0	6	0	0	3
"Sro1029_g233300.1"	4	2	0	12	1	3	8	0	0	0	0	0	1	4
"Sro1029_g233310.1"	10	6	2	3	24	3	0	10	0	0	0	12	5	3
"Sro1029_g233320.1"	72	68	122	248	95	88	34	38	130	32	95	44	10	186
"Sro102_g051850.1"	0	0	5	0	0	0	0	0	0	0	0	0	0	0
"Sro102_g051860.1"	5	0	2	12	0	1	0	0	11	0	0	0	0	2
"Sro102_g051870.1"	3	6	32	9	15	6	0	6	2	0	0	0	2	4
"Sro102_g051880.1"	13	11	37	34	27	9	4	18	24	5	6	1	6	16
"Sro102_g051890.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro102_g051900.1"	0	4	21	3	0	8	3	0	3	0	0	4	0	2
"Sro102_g051910.1"	16	11	28	28	16	3	0	1	13	0	1	1	17	6
"Sro102_g051920.1"	1	6	2	8	0	3	0	1	0	0	0	1	2	0
"Sro102_g051930.1"	957	539	1318	2387	1241	971	584	643	1450	290	744	347	345	1185
"Sro102_g051940.1"	301	156	420	565	298	233	204	157	433	32	155	137	117	269
"Sro102_g051950.1"	83	44	120	202	63	63	53	74	140	20	41	57	36	68
"Sro102_g051960.1"	22	14	21	52	34	0	30	13	48	0	25	4	0	38
"Sro102_g051970.1"	10	0	11	0	9	0	0	0	0	7	0	3	0	0
"Sro102_g051971.1"	5	8	21	13	0	5	5	0	5	0	0	0	0	0
"Sro102_g051980.1"	5	7	0	0	0	0	10	0	1	2	0	0	0	0
"Sro102_g051980.2"	0	0	10	6	3	0	0	0	0	0	0	0	1	0
"Sro102_g051990.1"	5	1	23	7	0	5	0	0	4	1	1	0	0	0
"Sro102_g052000.1"	0	1	0	0	9	0	0	0	0	0	0	0	4	0
"Sro102_g052010.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro102_g052020.1"	8	7	9	37	31	12	8	10	44	2	31	7	16	72
"Sro102_g052030.1"	0	0	0	3	0	0	3	0	0	0	0	0	0	0
"Sro102_g052040.1"	9	16	9	32	9	18	1	9	3	4	10	0	5	10
"Sro102_g052050.1"	2	0	1	0	7	0	0	0	4	0	0	0	0	0
"Sro102_g052060.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro102_g052070.1"	1	0	0	5	13	11	0	0	1	0	2	0	1	0
"Sro102_g052080.1"	14	5	34	25	12	4	3	1	10	0	6	0	0	17
"Sro102_g052090.1"	0	3	0	25	8	6	2	0	6	1	0	0	0	0
"Sro102_g052100.1"	3	2	9	20	5	2	4	1	0	0	0	0	1	5
"Sro102_g052110.1"	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"Sro102_g052120.1"	20	8	33	64	14	3	2	5	14	3	15	0	0	10
"Sro102_g052130.1"	79	44	159	207	91	88	45	70	118	15	53	31	19	81
"Sro102_g052140.1"	5	3	32	23	28	10	0	0	6	0	10	0	6	23
"Sro102_g052150.1"	0	10	0	4	3	1	0	0	0	0	0	2	0	0
"Sro102_g052160.1"	131	76	188	406	151	130	69	81	149	10	28	53	22	166
"Sro102_g052170.1"	0	2	6	4	10	0	5	10	5	0	0	0	0	0
"Sro102_g052180.1"	0	0	0	3	0	0	0	0	1	0	0	0	0	0
"Sro102_g052190.1"	38	53	115	132	99	63	27	60	66	13	17	15	23	124
"Sro102_g052200.1"	1	10	6	7	0	0	0	2	3	0	0	0	0	7
"Sro102_g052210.1"	5	1	0	10	0	6	7	0	3	0	2	0	0	16
"Sro102_g052220.1"	0	0	1	0	0	0	0	1	0	0	0	0	0	0
"Sro102_g052230.1"	2	9	3	3	11	0	7	9	8	4	0	3	8	8
"Sro102_g052240.1"	1	16	15	25	2	7	7	5	14	0	10	0	0	6
"Sro102_g052250.1"	6	0	9	6	7	0	2	0	3	0	6	14	0	4
"Sro102_g052260.1"	0	5	10	11	9	8	0	0	11	0	5	0	0	8
"Sro102_g052261.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1030_g233330.1"	0	0	0	0	3	0	0	0	0	0	0	2	0	0
"Sro1030_g233340.1"	122	83	173	159	252	169	140	113	145	57	70	41	43	186
"Sro1030_g233350.1"	3	4	0	2	0	3	0	3	10	0	0	0	0	2
"Sro1030_g233360.1"	93	77	213	330	50	83	61	58	238	8	20	47	16	123
"Sro1030_g233370.1"	125	74	204	211	134	104	70	84	101	24	64	30	45	108
"Sro1031_g233380.1"	8	5	8	1	1	0	0	0	0	0	6	0	0	0
"Sro1031_g233390.1"	4	8	13	25	1	8	5	18	6	0	5	7	2	3
"Sro1031_g233400.1"	6	2	10	3	31	10	2	0	0	0	0	0	0	8
"Sro1031_g233401.1"	1	0	0	0	0	0	0	0	0	0	0	0	0	7
"Sro1031_g233410.1"	0	1	0	9	0	0	0	0	0	0	0	0	0	0
"Sro1031_g233420.1"	318	197	457	763	411	298	208	237	513	32	169	136	116	349
"Sro1031_g233430.1"	1	0	0	5	1	0	0	0	2	0	0	0	0	0
"Sro1031_g233440.1"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1031_g233450.1"	0	0	0	0	0	0	0	0	0	6	0	0	0	0
"Sro1031_g233460.1"	4	0	9	20	0	9	0	4	2	8	12	0	0	3
"Sro1031_g233470.1"	0	12	5	6	19	0	0	0	16	0	4	3	0	5
"Sro1031_g233480.1"	7	11	18	41	16	0	2	2	9	3	0	10	0	0
"Sro1031_g233490.1"	0	3	22	17	15	5	6	6	22	0	0	0	6	16
"Sro1031_g233500.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1032_g233510.1"	16	11	21	43	41	19	7	18	26	4	0	6	7	33
"Sro1032_g233520.1"	0	1	0	0	0	1	0	0	0	0	0	0	0	0
"Sro1032_g233530.1"	0	0	0	8	4	0	0	0	0	0	0	0	0	8
"Sro1032_g233540.1"	1	0	2	1	3	0	0	0	0	0	0	0	0	0
"Sro1032_g233550.1"	1	0	0	3	0	4	0	0	8	0	0	0	0	0
"Sro1032_g233550.2"	0	0	2	0	0	0	0	0	2	0	0	0	2	0
"Sro1032_g233560.1"	0	6	0	24	11	14	3	6	15	0	15	0	2	10
"Sro1032_g233570.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1032_g233580.1"	1	0	19	8	0	0	0	0	4	1	0	0	0	0
"Sro1032_g233590.1"	0	1	6	0	0	5	0	0	0	0	0	0	2	0
"Sro1032_g233600.1"	0	0	6	0	0	0	1	0	0	0	0	0	0	0
"Sro1032_g233610.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1032_g233620.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1032_g233630.1"	0	1	0	3	0	0	0	0	2	0	0	0	0	0
"Sro1032_g233640.1"	17	11	29	51	21	28	1	21	38	0	8	12	3	48
"Sro1033_g233650.1"	53	15	53	92	13	6	1	2	38	1	0	12	0	13
"Sro1033_g233660.1"	41	28	156	142	4	0	0	15	30	0	23	4	0	23
"Sro1033_g233670.1"	20	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1033_g233680.1"	0	6	0	19	0	0	3	0	8	0	3	0	0	3
"Sro1033_g233690.1"	45	41	39	174	15	34	12	18	82	0	14	2	21	32
"Sro1033_g233700.1"	23	15	41	65	59	12	12	18	16	13	11	9	3	15
"Sro1033_g233710.1"	11	17	36	27	15	16	7	13	12	17	0	2	0	17
"Sro1033_g233720.1"	0	0	6	0	0	0	0	1	0	0	0	0	0	0
"Sro1033_g233730.1"	24	14	49	34	8	11	4	13	28	4	19	4	10	25
"Sro1033_g233740.1"	49	13	38	49	64	33	21	13	56	0	7	19	5	38
"Sro1033_g233750.1"	8	8	8	36	19	3	2	24	15	9	4	5	1	14
"Sro1033_g233760.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1033_g233770.1"	7	4	13	0	4	7	0	6	0	6	0	2	0	0
"Sro1033_g233780.1"	5	0	0	20	4	1	0	0	5	0	5	0	0	5
"Sro1034_g233790.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1034_g233800.1"	0	0	0	3	0	0	0	1	0	0	0	4	0	0
"Sro1034_g233810.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1034_g233820.1"	0	4	0	0	0	0	0	0	0	0	0	0	0	1
"Sro1034_g233830.1"	39	28	61	58	54	16	22	8	22	3	1	0	13	4
"Sro1034_g233840.1"	0	0	20	3	2	5	0	0	2	0	0	0	0	2
"Sro1034_g233840.2"	3	0	0	0	0	0	0	2	0	0	0	0	0	0
"Sro1034_g233850.1"	0	0	8	0	0	0	2	0	0	0	0	0	0	0
"Sro1034_g233860.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1034_g233870.1"	0	0	0	0	0	0	0	0	4	0	0	0	0	0
"Sro1035_g233880.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1035_g233881.1"	6	0	1	0	0	0	0	0	3	0	0	0	0	0
"Sro1035_g233890.1"	2	0	0	3	7	9	0	0	2	7	0	0	0	1
"Sro1035_g233900.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1035_g233910.1"	86	50	126	87	31	43	23	32	44	5	9	15	20	33
"Sro1035_g233920.1"	1	1	0	3	0	0	0	0	0	0	0	0	0	0
"Sro1035_g233930.1"	20	23	30	61	13	10	28	9	44	7	12	12	3	15
"Sro1035_g233940.1"	0	1	12	1	8	0	0	2	0	0	0	1	0	2
"Sro1035_g233950.1"	1	3	0	9	3	1	0	0	10	0	2	0	1	6
"Sro1035_g233960.1"	8	4	16	21	13	11	3	7	8	0	1	1	0	13
"Sro1035_g233970.1"	23	6	5	37	11	10	10	9	19	4	12	5	1	1
"Sro1036_g233980.1"	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"Sro1036_g233990.1"	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1036_g234000.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1036_g234000.2"	2	3	4	10	7	0	0	0	1	0	0	0	6	6
"Sro1036_g234010.1"	0	0	0	3	0	0	0	5	0	0	1	0	0	0
"Sro1036_g234020.1"	5	5	8	17	19	20	11	9	10	8	0	11	0	14
"Sro1036_g234030.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1036_g234040.1"	19	7	28	39	15	9	12	9	27	9	8	6	2	11
"Sro1036_g234041.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1036_g234050.1"	23	6	59	17	14	15	7	4	7	0	0	10	5	9
"Sro1036_g234060.1"	6	0	1	7	2	10	0	0	7	1	0	5	5	1
"Sro1036_g234070.1"	55	55	102	131	56	60	21	56	105	14	22	28	24	76
"Sro1036_g234080.1"	25	1	45	22	13	23	3	6	8	6	1	1	2	7
"Sro1036_g234090.1"	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"Sro1036_g234100.1"	15	16	18	47	13	5	3	9	22	0	10	3	0	8
"Sro1037_g234110.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1037_g234111.1"	0	7	0	23	13	10	7	13	31	1	4	1	1	5
"Sro1037_g234120.1"	6	3	55	30	9	13	5	11	15	0	0	0	1	25
"Sro1037_g234130.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1037_g234140.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"Sro1037_g234150.1"	0	0	0	0	0	0	0	0	5	0	0	0	0	0
"Sro1037_g234160.1"	3	0	0	0	2	0	0	0	1	0	0	0	0	0
"Sro1037_g234170.1"	0	0	0	6	0	0	0	1	2	6	0	3	2	1
"Sro1037_g234180.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1037_g234190.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1037_g234200.1"	39	33	111	172	77	38	11	26	82	32	34	11	4	42
"Sro1037_g234210.1"	5	1	34	23	0	0	3	3	6	0	0	0	1	6
"Sro1037_g234220.1"	1	0	1	5	3	5	4	2	4	0	7	0	1	1
"Sro1038_g234230.1"	0	0	0	7	1	1	0	3	0	4	0	0	0	3
"Sro1038_g234240.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1038_g234250.1"	26	18	23	58	62	10	7	4	9	0	0	10	3	15
"Sro1038_g234260.1"	10	6	19	6	5	3	0	0	1	0	0	0	3	2
"Sro1038_g234270.1"	6	4	0	9	6	0	3	7	11	0	12	0	0	19
"Sro1038_g234280.1"	0	0	0	3	6	4	0	0	0	0	3	1	0	6
"Sro1038_g234290.1"	6	5	20	9	0	0	0	5	8	0	1	0	0	9
"Sro1038_g234291.1"	19	0	0	10	0	3	4	6	11	7	0	1	0	3
"Sro1038_g234300.1"	12	1	8	3	0	0	3	8	0	0	0	1	0	2
"Sro1038_g234310.1"	14	3	26	44	35	10	14	31	30	2	7	18	14	26
"Sro1038_g234320.1"	13	0	10	7	0	6	1	10	0	0	0	0	0	0
"Sro1038_g234330.1"	349	395	935	1945	819	594	414	436	1324	167	750	214	133	1335
"Sro1038_g234340.1"	14	0	12	7	11	0	4	0	0	0	0	7	1	12
"Sro1039_g234350.1"	5	16	15	53	40	9	13	5	10	0	2	1	2	17
"Sro1039_g234360.1"	218	136	349	470	249	197	88	133	261	34	120	95	45	170
"Sro1039_g234370.1"	65	73	137	141	145	89	37	55	49	13	15	35	20	56
"Sro1039_g234380.1"	28	23	13	92	48	7	10	24	21	3	0	7	7	37
"Sro1039_g234390.1"	59	27	69	41	23	16	18	12	24	16	15	5	0	8
"Sro1039_g234400.1"	0	0	0	0	11	0	0	0	6	0	0	0	0	0
"Sro1039_g234410.1"	9	1	17	16	4	7	0	0	2	0	0	3	2	0
"Sro1039_g234420.1"	54	51	147	143	143	81	32	37	58	22	61	89	16	127
"Sro1039_g234430.1"	3	26	46	24	39	16	7	18	24	29	6	4	1	15
"Sro103_g052270.1"	0	6	0	0	0	5	0	0	9	0	0	0	0	0
"Sro103_g052280.1"	103	59	200	233	160	93	46	51	130	20	71	36	26	175
"Sro103_g052290.1"	12	10	25	37	40	15	5	0	10	0	17	5	5	6
"Sro103_g052290.2"	0	0	0	0	0	0	0	6	0	0	0	0	0	0
"Sro103_g052300.1"	5	0	0	0	0	0	5	0	0	0	0	0	0	4
"Sro103_g052310.1"	0	0	0	11	0	0	2	2	0	5	0	0	0	5
"Sro103_g052320.1"	5	15	16	28	36	2	9	0	0	0	7	1	0	4
"Sro103_g052330.1"	3	1	15	32	7	3	4	1	7	17	6	0	10	15
"Sro103_g052340.1"	16	15	54	20	18	14	2	6	16	0	0	1	3	17
"Sro103_g052350.1"	2	4	12	8	16	0	1	0	5	0	0	0	1	0
"Sro103_g052360.1"	17	0	0	0	3	8	9	4	0	0	0	7	0	0
"Sro103_g052360.2"	3	1	17	19	10	0	1	3	2	0	1	3	0	11
"Sro103_g052370.1"	4	6	0	24	23	14	11	4	10	0	5	0	0	6
"Sro103_g052380.1"	6	1	6	5	15	0	5	0	0	0	0	0	0	5
"Sro103_g052390.1"	2	7	7	14	8	0	1	0	9	0	1	1	0	21
"Sro103_g052400.1"	0	1	0	3	6	0	0	0	7	0	0	0	0	0
"Sro103_g052410.1"	6	6	8	16	2	0	4	10	12	0	12	4	2	4
"Sro103_g052420.1"	2	10	27	2	15	0	0	0	0	0	0	0	0	0
"Sro103_g052430.1"	7	3	7	6	4	13	0	3	0	0	8	0	0	3
"Sro103_g052440.1"	31	12	69	22	23	9	11	13	7	11	11	8	5	7
"Sro103_g052450.1"	22	14	51	35	18	17	20	4	16	0	28	1	15	17
"Sro103_g052460.1"	8	8	27	21	30	5	3	16	22	0	0	4	2	10
"Sro103_g052470.1"	0	0	9	0	0	0	0	3	1	2	0	0	0	0
"Sro103_g052480.1"	1	0	13	4	12	6	0	1	0	0	0	0	0	2
"Sro103_g052490.1"	43	25	109	113	44	16	12	4	32	10	13	4	4	14
"Sro103_g052500.1"	18	3	0	16	0	2	6	6	22	7	0	3	0	19
"Sro103_g052510.1"	31	22	32	108	119	30	59	28	69	18	32	20	11	124
"Sro103_g052520.1"	1	4	0	6	0	0	0	0	0	0	8	0	0	2
"Sro103_g052530.1"	2	1	0	20	0	0	0	3	5	0	0	0	0	3
"Sro103_g052540.1"	7	3	20	42	10	38	4	7	11	6	4	1	6	10
"Sro103_g052550.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro103_g052551.1"	0	0	0	5	3	0	0	2	3	0	0	0	0	2
"Sro103_g052560.1"	2	11	48	14	13	6	4	6	17	4	2	0	5	7
"Sro103_g052570.1"	32	9	53	50	29	2	12	26	27	0	5	9	4	18
